PaymentID,ShipmentID,Amount,PaymentDate,PaymentMethod
26768,28667,68.23,2025-09-18 19:25:11.560,Bank Transfer
26769,48118,6.82,2025-09-18 13:26:08.976,Credit Card
26770,38381,105.53,2025-05-27 05:40:47.930,Bank Transfer
26771,98975,34.77,2025-06-16 17:55:01.777,Bank Transfer
26772,65812,100.56,2025-12-14 07:21:22.076,Bank Transfer
26773,90022,143.37,2025-04-11 13:08:41.079,PayPal
26774,23183,77.11,2025-03-15 19:26:17.376,Bank Transfer
26775,82914,140.08,2025-10-10 15:54:11.681,PayPal
26776,48702,27.76,2025-04-07 00:27:26.122,Cash
26777,17255,116.41,2025-06-10 07:54:55.449,Cash
26778,253,86.99,2025-09-27 02:11:03.881,Cash
26779,20253,80.6,2025-03-12 13:34:36.336,PayPal
26780,56863,93.06,2025-09-30 02:06:06.491,PayPal
26781,96130,115.35,2025-11-10 08:17:33.114,PayPal
26782,46011,27.75,2025-11-06 10:30:27.715,Cash
26783,12762,57.7,2025-11-05 23:16:53.175,Credit Card
26784,13185,95.84,2025-10-21 20:48:31.795,PayPal
26785,42325,116.77,2025-10-16 05:51:05.348,Bank Transfer
26786,96953,121.89,2026-02-24 12:49:10.784,Cash
26787,16999,32.31,2025-08-18 08:22:58.035,PayPal
26788,47841,45.96,2025-03-20 22:44:32.108,Bank Transfer
26789,42568,6.61,2025-09-08 01:03:00.251,Cash
26790,47124,72.87,2025-12-03 17:58:44.934,Cash
26791,54617,80.55,2025-04-04 16:28:59.115,Cash
26792,93410,59.55,2026-02-23 08:55:20.804,PayPal
26793,34520,5.72,2025-06-28 13:55:14.558,Cash
26794,51211,132.99,2025-05-15 18:26:41.771,PayPal
26795,37173,141.15,2025-11-24 22:52:57.123,PayPal
26796,78975,26.35,2025-12-02 12:50:11.057,PayPal
26797,34284,79.75,2025-11-27 15:08:38.752,PayPal
26798,66603,125.64,2025-08-21 20:59:10.842,Cash
26799,86147,30.77,2025-04-05 07:03:59.315,Cash
26800,49074,75.19,2025-09-10 08:52:23.796,Bank Transfer
26801,50006,34.29,2025-06-30 00:05:17.443,Credit Card
26802,91794,126.95,2025-10-01 14:42:49.616,Credit Card
26803,58938,87.01,2025-08-26 23:05:50.167,Credit Card
26804,43191,45.08,2025-10-23 08:06:23.585,Cash
26805,19406,31.71,2025-03-08 08:59:33.640,Bank Transfer
26806,31605,36.05,2025-04-24 05:59:57.554,Bank Transfer
26807,50165,90.16,2025-11-28 19:43:11.293,PayPal
26808,34661,114.86,2025-12-23 15:43:35.667,Credit Card
26809,63817,93.03,2026-01-16 05:22:37.016,PayPal
26810,90994,133.81,2025-08-07 11:14:17.032,PayPal
26811,94444,35.43,2025-03-20 20:52:00.886,Cash
26812,69067,28.92,2025-08-09 20:13:47.391,Cash
26813,6885,113.05,2025-04-24 03:18:39.481,PayPal
26814,11685,70.86,2025-03-23 16:05:04.394,Bank Transfer
26815,3079,62.89,2025-03-15 14:40:34.246,Credit Card
26816,17613,147.96,2025-07-13 05:06:55.919,Cash
26817,69219,57.21,2025-08-30 02:54:56.041,PayPal
26818,98916,95.8,2025-06-01 01:26:45.852,PayPal
26819,67333,62.49,2026-02-04 19:48:21.358,Cash
26820,44035,55.24,2025-11-25 15:09:54.993,Credit Card
26821,88170,12.94,2025-10-18 22:58:59.393,Bank Transfer
26822,88324,111.72,2025-11-21 21:53:36.436,Cash
26823,90041,92.28,2025-08-16 06:15:54.893,PayPal
26824,71057,138.14,2025-09-05 04:04:09.218,PayPal
26825,28166,81.94,2025-10-23 22:21:18.471,Credit Card
26826,35134,97.43,2026-01-16 00:21:16.052,Cash
26827,38251,12.1,2025-06-16 22:22:25.044,Bank Transfer
26828,94760,131.84,2025-06-22 00:55:06.636,Cash
26829,10673,82.91,2026-02-03 12:23:34.355,Credit Card
26830,47831,7.43,2025-09-14 11:28:04.275,PayPal
26831,53565,131.17,2025-04-25 22:36:20.475,Bank Transfer
26832,58537,108.97,2025-05-14 07:59:58.857,Cash
26833,87177,56.2,2026-02-15 19:35:59.243,Bank Transfer
26834,74267,65.62,2025-12-20 20:19:08.944,Credit Card
26835,98479,97.63,2025-07-29 07:47:50.123,Credit Card
26836,61784,45.7,2025-06-08 23:52:20.595,Credit Card
26837,56467,49.61,2025-05-01 06:24:07.673,Bank Transfer
26838,38269,111.48,2025-10-01 23:26:31.752,Bank Transfer
26839,2590,149.87,2025-05-06 04:45:37.775,PayPal
26840,72239,31.34,2026-02-08 19:15:47.467,Bank Transfer
26841,58787,48.5,2025-05-29 19:24:14.167,Cash
26842,31468,126.81,2025-06-15 15:45:25.386,Cash
26843,48349,6.54,2026-01-13 20:41:18.427,PayPal
26844,12607,95.43,2025-04-14 12:39:07.591,Credit Card
26845,12427,12.94,2025-04-16 10:15:02.609,PayPal
26846,72631,121.93,2025-07-19 07:59:41.342,Credit Card
26847,9093,48.96,2025-06-07 01:55:18.757,Cash
26848,40625,140.9,2026-02-27 23:01:57.229,Cash
26849,44259,148.5,2025-03-09 22:49:55.972,Cash
26850,684,136.86,2025-08-03 21:17:10.033,Cash
26851,2535,104.79,2025-07-02 03:26:54.759,Credit Card
26852,18913,75.86,2025-09-24 08:22:29.769,Cash
26853,18752,27.51,2025-07-12 23:33:16.829,Credit Card
26854,79827,28.11,2026-01-28 18:53:47.900,Credit Card
26855,35259,72.43,2025-06-29 01:23:48.977,Cash
26856,76629,137.04,2026-01-25 20:47:18.154,Bank Transfer
26857,3053,9.84,2025-11-25 00:04:27.547,Cash
26858,43529,123.88,2025-03-25 11:40:21.139,PayPal
26859,57855,61.56,2025-05-08 20:46:42.460,Credit Card
26860,58094,31.83,2026-01-02 06:42:30.901,Cash
26861,83166,6.11,2025-08-21 13:36:09.029,PayPal
26862,2868,51.08,2025-08-16 02:59:43.945,PayPal
26863,28556,125.34,2025-12-09 04:02:36.235,Cash
26864,16379,56.45,2025-08-31 07:49:20.518,Bank Transfer
26865,22270,140.13,2025-10-29 23:20:27.215,Bank Transfer
26866,33644,129.86,2025-08-08 22:44:18.899,Bank Transfer
26867,26275,68.23,2025-03-24 01:10:51.975,PayPal
26868,97403,28.73,2025-08-27 03:25:26.210,Credit Card
26869,52965,86.02,2025-07-12 08:05:45.282,Bank Transfer
26870,24339,117.46,2026-01-14 04:54:02.041,Bank Transfer
26871,40783,17.78,2025-12-01 09:25:08.097,PayPal
26872,81947,76.75,2025-10-22 11:37:51.557,Cash
26873,79508,63.23,2026-01-10 17:51:44.536,Cash
26874,50491,53.23,2025-09-13 07:02:06.413,Cash
26875,72396,119.06,2026-01-18 01:42:18.408,Credit Card
26876,94068,78.38,2025-04-09 19:35:36.245,Cash
26877,36445,121.38,2025-06-07 11:51:53.373,Cash
26878,1105,14.62,2025-11-03 17:51:14.755,Cash
26879,47928,95.07,2026-01-24 19:22:15.746,Cash
26880,9114,75.32,2025-08-30 00:26:54.960,Cash
26881,76876,85.16,2025-09-08 18:06:51.751,PayPal
26882,1028,83.59,2025-09-30 05:18:48.678,PayPal
26883,65884,62.76,2026-02-26 03:26:14.150,Cash
26884,94132,43.39,2026-01-06 14:11:46.214,PayPal
26885,11506,119.84,2025-03-09 04:35:36.722,Bank Transfer
26886,42268,103.73,2025-10-14 12:56:19.747,Credit Card
26887,14220,35.8,2025-09-22 05:58:48.124,Bank Transfer
26888,29405,80.32,2025-09-26 05:40:33.571,Cash
26889,31191,57.28,2025-07-21 15:06:40.215,Cash
26890,17251,8.55,2025-10-14 17:20:58.989,Cash
26891,81429,69.79,2025-07-26 11:10:17.978,PayPal
26892,49646,45.56,2025-12-26 11:46:59.390,Credit Card
26893,95031,15.1,2025-10-13 16:55:20.189,PayPal
26894,18973,59.69,2025-12-07 20:49:13.329,Credit Card
26895,44573,48.91,2025-03-20 15:06:38.907,Cash
26896,3922,146.29,2025-05-05 19:51:24.305,Cash
26897,93915,106.18,2026-02-18 16:43:29.170,PayPal
26898,59161,24.59,2025-07-08 13:29:08.418,Bank Transfer
26899,49996,41.53,2025-07-10 07:40:24.103,PayPal
26900,20297,78.33,2026-01-16 14:35:22.739,Credit Card
26901,36129,10.01,2026-02-17 13:14:14.396,Bank Transfer
26902,58424,8.94,2025-09-25 18:13:57.889,PayPal
26903,93703,133.09,2025-08-05 06:50:52.485,Cash
26904,87493,5.29,2025-06-25 20:19:38.482,Cash
26905,69522,127.88,2025-06-16 02:44:15.079,Credit Card
26906,98176,67.44,2025-03-20 21:12:22.647,Credit Card
26907,47853,39.99,2025-07-01 03:53:47.126,PayPal
26908,43843,39.82,2025-10-22 01:18:41.656,PayPal
26909,62666,120.78,2025-04-13 03:36:24.173,Credit Card
26910,32454,82.35,2025-10-22 03:11:58.763,PayPal
26911,74817,10.21,2026-02-01 09:54:56.136,Credit Card
26912,44879,138.58,2025-05-24 02:55:17.509,PayPal
26913,22430,26.78,2025-12-11 14:51:33.293,PayPal
26914,19416,12.31,2025-04-08 15:04:18.783,PayPal
26915,32201,46.42,2026-02-15 01:20:39.593,Credit Card
26916,71074,123.74,2025-12-12 11:10:01.605,Bank Transfer
26917,45763,47.35,2025-10-09 03:58:16.855,Bank Transfer
26918,9226,88.33,2025-10-29 22:04:34.670,PayPal
26919,97590,65.68,2025-10-06 21:40:49.120,Credit Card
26920,33963,122.91,2025-08-18 04:24:30.237,Bank Transfer
26921,6606,122.69,2025-05-07 15:19:26.339,Credit Card
26922,70206,68.68,2025-05-06 03:01:17.805,PayPal
26923,40992,43.47,2025-11-14 22:15:34.026,Cash
26924,57736,108.7,2025-11-16 02:32:53.321,Cash
26925,38213,28.22,2026-02-01 18:56:11.499,Credit Card
26926,16571,116.51,2025-03-11 16:15:22.434,Cash
26927,66916,128.42,2025-03-18 15:05:42.907,PayPal
26928,7028,131.59,2025-12-03 17:23:42.681,Cash
26929,44191,142.93,2025-08-09 21:29:38.412,Cash
26930,80245,62.09,2026-02-28 10:40:27.669,Cash
26931,58982,66.15,2025-07-14 02:14:55.579,Cash
26932,30249,89.03,2026-01-22 21:35:57.785,Credit Card
26933,76598,145.73,2025-06-24 10:35:02.368,Bank Transfer
26934,17701,56.56,2026-02-01 18:14:47.801,Cash
26935,22220,132.14,2025-03-11 09:54:34.150,Credit Card
26936,79670,22.74,2026-01-07 03:51:10.068,Credit Card
26937,99254,110.03,2026-01-13 02:04:17.496,Cash
26938,71275,89.28,2025-05-06 23:17:01.571,PayPal
26939,64844,9.79,2025-12-17 15:10:13.993,PayPal
26940,62546,117.19,2026-02-04 10:01:56.235,Bank Transfer
26941,92539,33.81,2025-03-25 10:45:38.554,Credit Card
26942,31952,53.84,2025-12-17 00:39:48.147,Bank Transfer
26943,33326,99.33,2025-07-26 06:23:17.539,Cash
26944,9741,62.42,2025-11-19 21:19:56.449,Credit Card
26945,45825,104.5,2025-06-29 15:45:48.248,Credit Card
26946,11789,32.71,2025-12-04 14:27:03.905,Cash
26947,39845,58.3,2025-10-24 17:56:10.766,PayPal
26948,60609,109.28,2025-06-04 10:59:42.923,Credit Card
26949,78436,88.21,2025-11-22 12:56:16.576,Cash
26950,61819,90.19,2025-04-25 00:16:09.455,PayPal
26951,89609,126.64,2025-05-01 16:58:41.412,Credit Card
26952,18014,40.29,2025-09-20 00:23:34.318,Bank Transfer
26953,85957,94.43,2025-11-22 16:56:42.196,Cash
26954,7849,49.5,2025-12-25 07:35:01.541,Bank Transfer
26955,68618,9.11,2025-06-23 01:18:07.318,PayPal
26956,50359,70.39,2025-07-31 00:08:18.645,Bank Transfer
26957,10390,94.57,2026-01-16 03:34:10.250,PayPal
26958,36795,139.34,2025-12-03 06:30:09.295,PayPal
26959,90970,113.97,2025-11-20 19:47:33.847,Bank Transfer
26960,35958,18.48,2026-02-05 00:32:14.643,Cash
26961,69228,42.41,2025-04-05 06:43:25.326,Cash
26962,16997,63.38,2025-04-18 09:03:12.155,Bank Transfer
26963,57837,104.0,2025-07-06 04:54:42.543,Cash
26964,69362,54.97,2026-02-09 22:59:28.558,Cash
26965,23888,12.14,2025-11-27 23:32:16.150,Credit Card
26966,92829,29.4,2025-12-24 11:07:24.754,Bank Transfer
26967,81443,121.96,2025-06-03 13:49:04.104,Bank Transfer
26968,24950,60.48,2025-05-26 16:45:45.642,Cash
26969,59816,118.99,2025-09-08 09:39:39.090,PayPal
26970,23334,68.71,2025-05-30 10:11:02.933,Bank Transfer
26971,53365,48.48,2025-08-17 20:11:01.396,Bank Transfer
26972,29878,133.59,2025-07-10 13:11:57.481,Credit Card
26973,42810,6.2,2025-04-09 13:18:42.828,PayPal
26974,16086,80.64,2026-01-05 17:06:45.865,PayPal
26975,73015,21.38,2025-05-08 16:27:34.070,Bank Transfer
26976,6993,81.86,2026-03-01 03:42:34.673,PayPal
26977,35102,136.49,2025-06-27 21:42:00.024,PayPal
26978,15725,114.59,2025-05-31 09:47:55.278,Cash
26979,73648,73.23,2026-01-22 11:03:55.553,PayPal
26980,32681,48.39,2025-04-21 04:03:59.203,Bank Transfer
26981,3879,74.51,2025-11-17 10:41:52.084,Cash
26982,78486,92.24,2026-01-07 15:58:15.672,Cash
26983,5961,141.04,2025-07-29 13:59:41.495,Cash
26984,72641,55.53,2025-07-09 21:34:57.539,PayPal
26985,93297,136.69,2025-12-14 07:29:20.298,Bank Transfer
26986,96082,69.78,2026-02-21 14:16:30.949,Credit Card
26987,31526,41.83,2025-06-13 09:17:55.695,Credit Card
26988,54813,19.28,2025-05-16 03:50:35.010,Bank Transfer
26989,69311,135.16,2025-10-10 22:23:43.562,Credit Card
26990,55786,127.58,2025-10-11 04:51:39.805,PayPal
26991,1916,56.28,2025-04-11 20:54:39.154,Credit Card
26992,54418,137.23,2025-09-16 10:00:24.691,PayPal
26993,72467,17.24,2025-12-28 22:55:26.418,PayPal
26994,89216,112.88,2026-01-15 01:57:56.645,PayPal
26995,20998,7.66,2025-03-31 08:49:43.613,Bank Transfer
26996,69610,62.56,2025-05-04 10:17:22.406,Bank Transfer
26997,30976,56.75,2025-12-05 04:52:07.725,Bank Transfer
26998,5513,12.63,2025-03-11 17:29:17.489,Bank Transfer
26999,35375,135.16,2025-12-24 16:49:56.192,Cash
27000,54321,37.01,2025-08-10 01:32:08.961,Credit Card
27001,60647,138.22,2025-07-15 15:35:12.489,Cash
27002,57698,6.4,2026-01-10 09:15:22.925,Bank Transfer
27003,8952,40.86,2025-12-17 17:47:13.172,Credit Card
27004,34969,101.7,2026-01-01 17:13:09.724,Bank Transfer
27005,55700,141.39,2025-12-01 05:31:17.851,Cash
27006,32761,54.26,2025-07-01 16:06:27.537,Cash
27007,27074,115.31,2025-10-26 07:58:55.618,Credit Card
27008,85070,132.05,2025-12-08 18:58:11.980,Credit Card
27009,14965,142.42,2025-04-07 05:00:38.619,Cash
27010,1034,105.78,2025-05-15 04:56:14.679,PayPal
27011,18061,139.45,2025-05-14 13:03:50.426,PayPal
27012,85354,125.35,2026-02-12 02:29:54.532,Bank Transfer
27013,26571,44.15,2025-07-01 17:34:12.266,Cash
27014,27736,119.03,2025-04-14 02:55:18.303,Cash
27015,13071,35.03,2025-09-28 12:08:20.115,Credit Card
27016,25519,30.19,2025-08-18 14:53:32.616,PayPal
27017,51581,67.96,2025-05-03 21:43:12.366,Cash
27018,24840,129.6,2025-07-03 10:52:51.920,Bank Transfer
27019,62765,91.4,2025-07-01 23:37:56.588,Bank Transfer
27020,40678,43.03,2025-11-06 23:41:13.012,Bank Transfer
27021,58260,35.3,2026-02-07 00:36:05.018,Bank Transfer
27022,60861,8.91,2025-10-04 04:29:23.663,Credit Card
27023,8874,147.71,2025-04-28 10:18:54.984,Bank Transfer
27024,8898,73.38,2025-07-15 12:49:28.120,PayPal
27025,48163,37.26,2025-07-23 05:48:59.038,PayPal
27026,86288,6.07,2026-01-02 08:33:23.717,Bank Transfer
27027,1857,49.31,2025-09-16 14:21:54.919,Bank Transfer
27028,97330,12.53,2025-05-22 07:47:34.060,Credit Card
27029,4692,32.28,2025-12-05 00:39:14.949,PayPal
27030,10650,88.97,2025-04-17 07:30:10.519,Bank Transfer
27031,30900,11.35,2025-05-21 12:48:40.626,Credit Card
27032,39130,114.52,2025-07-09 03:38:03.064,Cash
27033,27215,81.56,2026-01-18 15:43:42.011,Cash
27034,11673,79.26,2025-12-19 07:54:54.382,PayPal
27035,95903,49.97,2025-07-02 17:28:32.465,Bank Transfer
27036,59973,126.96,2026-02-15 16:59:57.821,PayPal
27037,26333,86.22,2025-06-24 05:31:56.472,Cash
27038,32557,115.97,2025-03-22 17:04:02.091,Credit Card
27039,79649,63.36,2025-12-18 01:10:10.113,Bank Transfer
27040,985,148.89,2026-02-01 16:01:57.876,PayPal
27041,20637,62.56,2025-04-27 20:57:38.255,Bank Transfer
27042,65738,86.04,2025-07-26 01:04:56.514,Bank Transfer
27043,24010,54.43,2025-09-10 16:29:16.171,PayPal
27044,51903,12.73,2025-05-20 22:55:15.516,Credit Card
27045,5716,56.96,2026-01-05 21:21:38.195,Credit Card
27046,52176,8.76,2025-05-06 20:33:53.163,PayPal
27047,45839,138.26,2025-08-13 19:57:22.367,Cash
27048,43996,55.97,2025-12-28 13:29:39.788,PayPal
27049,50280,124.54,2025-08-11 03:07:38.545,Credit Card
27050,69285,16.21,2025-05-06 17:41:59.521,Cash
27051,88116,14.81,2025-11-19 21:10:39.893,Bank Transfer
27052,65166,78.04,2025-08-26 10:48:41.401,Credit Card
27053,5223,128.92,2025-05-26 20:54:14.867,PayPal
27054,44844,71.02,2025-08-14 11:25:45.566,Credit Card
27055,37278,139.5,2025-12-17 02:11:11.730,PayPal
27056,19478,141.15,2025-06-19 04:30:31.325,Bank Transfer
27057,44406,41.71,2025-08-21 14:08:38.800,PayPal
27058,32699,69.09,2025-10-28 14:23:34.272,PayPal
27059,25664,16.3,2025-06-17 07:35:18.403,Credit Card
27060,23390,10.47,2025-03-03 13:13:48.330,Cash
27061,69557,89.56,2025-06-05 14:44:55.787,PayPal
27062,96807,16.33,2025-09-08 14:10:26.367,Cash
27063,777,51.79,2025-06-10 23:54:36.730,Bank Transfer
27064,34533,62.26,2025-05-22 21:24:46.193,Bank Transfer
27065,84836,10.35,2025-10-17 11:02:01.492,Cash
27066,65764,44.19,2025-07-02 11:51:15.178,Credit Card
27067,90945,10.24,2026-01-27 06:26:56.228,Bank Transfer
27068,75197,60.77,2025-04-26 17:10:29.702,Cash
27069,38252,129.25,2026-02-22 04:55:07.489,Bank Transfer
27070,96596,15.09,2025-08-20 06:57:23.755,Bank Transfer
27071,74917,107.94,2025-10-08 20:38:32.642,Credit Card
27072,29935,63.66,2025-08-18 15:01:59.163,PayPal
27073,89829,14.44,2025-06-19 06:00:56.526,PayPal
27074,15388,40.76,2025-12-02 20:26:46.867,Bank Transfer
27075,51423,36.19,2025-10-23 22:59:36.602,PayPal
27076,74372,64.28,2025-12-18 16:56:07.570,Credit Card
27077,39944,20.89,2025-05-22 05:01:52.560,Cash
27078,80155,62.18,2025-06-18 06:42:29.758,Cash
27079,23942,113.81,2025-08-06 19:33:22.949,Bank Transfer
27080,63282,88.46,2025-11-16 10:11:31.516,PayPal
27081,75246,27.97,2025-09-23 02:44:39.209,Bank Transfer
27082,98295,131.93,2026-02-14 11:59:16.193,Cash
27083,13295,45.63,2026-02-28 09:09:52.161,PayPal
27084,39225,149.16,2025-11-28 23:33:32.914,Bank Transfer
27085,28875,91.17,2025-07-31 09:03:23.559,PayPal
27086,19937,82.21,2026-02-24 03:30:39.800,Credit Card
27087,23389,29.5,2025-03-21 16:50:54.327,Bank Transfer
27088,28613,130.97,2025-11-20 01:11:45.001,PayPal
27089,1051,103.35,2025-12-04 05:57:08.054,Bank Transfer
27090,46030,29.59,2025-06-14 15:56:13.409,PayPal
27091,23423,34.48,2025-03-24 17:20:28.298,PayPal
27092,32140,48.73,2025-07-08 08:05:16.578,Cash
27093,22077,48.74,2025-11-01 17:53:23.887,Bank Transfer
27094,5487,89.37,2025-08-13 20:47:57.002,Credit Card
27095,90565,57.36,2025-08-04 15:45:12.370,PayPal
27096,448,147.76,2025-11-25 06:49:10.198,Bank Transfer
27097,59262,32.12,2025-11-19 12:23:06.552,Bank Transfer
27098,28058,88.65,2025-09-29 11:27:47.454,Bank Transfer
27099,88173,46.76,2025-12-16 12:46:43.596,Credit Card
27100,46330,128.33,2025-11-11 17:33:23.549,Bank Transfer
27101,46989,70.39,2026-01-26 11:39:30.744,Credit Card
27102,69038,81.79,2025-10-13 03:00:58.168,Bank Transfer
27103,38830,132.16,2025-05-07 01:18:53.226,Cash
27104,93307,143.04,2025-08-26 23:26:12.477,Credit Card
27105,81674,112.24,2025-11-02 17:00:18.050,Credit Card
27106,35266,77.11,2026-01-30 14:30:42.640,Credit Card
27107,33361,27.53,2025-09-22 10:11:07.361,Cash
27108,77606,41.48,2025-12-19 20:22:16.699,Bank Transfer
27109,59427,96.29,2026-02-13 04:52:43.577,Cash
27110,56453,137.25,2025-12-19 18:43:39.194,Cash
27111,81802,18.09,2025-04-30 22:31:51.447,Cash
27112,13572,65.4,2026-02-09 17:46:12.519,PayPal
27113,74593,9.77,2025-08-20 22:33:41.201,Bank Transfer
27114,27141,19.03,2025-11-11 20:36:23.813,Credit Card
27115,3323,71.71,2026-02-08 09:19:24.038,PayPal
27116,57775,121.87,2026-01-15 21:50:13.702,Bank Transfer
27117,27815,36.75,2025-06-18 00:11:23.893,Bank Transfer
27118,39019,72.12,2025-10-23 22:45:07.276,PayPal
27119,7796,103.6,2025-05-16 14:54:06.741,Bank Transfer
27120,77481,66.36,2025-04-18 10:54:23.417,Bank Transfer
27121,24994,135.58,2025-05-30 03:56:13.799,Bank Transfer
27122,54563,143.27,2025-10-28 17:13:46.775,PayPal
27123,34524,35.63,2025-04-01 09:46:27.872,PayPal
27124,45164,101.23,2025-08-22 00:44:57.110,PayPal
27125,89052,135.77,2025-06-19 08:53:22.446,Bank Transfer
27126,88693,104.85,2025-05-18 16:42:35.779,Bank Transfer
27127,77590,108.15,2025-11-29 01:56:11.157,Cash
27128,25581,140.86,2025-05-10 01:56:55.094,Cash
27129,40548,88.42,2025-12-27 15:47:33.944,PayPal
27130,11437,72.09,2025-03-08 17:26:10.893,Bank Transfer
27131,14500,29.38,2025-04-13 03:55:07.254,Cash
27132,29084,58.72,2025-12-15 06:40:07.901,Credit Card
27133,46141,139.23,2025-10-06 16:12:56.471,Cash
27134,6511,21.78,2026-01-17 00:33:19.715,PayPal
27135,9671,59.84,2025-07-28 09:06:21.899,PayPal
27136,90546,76.33,2025-10-06 04:27:27.025,Bank Transfer
27137,33394,131.28,2025-09-25 10:53:12.248,Bank Transfer
27138,43618,131.93,2025-09-15 02:26:02.866,Credit Card
27139,92264,87.26,2025-11-13 22:16:05.670,Credit Card
27140,55120,32.55,2025-08-10 18:34:31.116,Bank Transfer
27141,87120,130.25,2025-10-27 05:26:02.125,PayPal
27142,27893,141.8,2025-11-27 04:01:16.279,Credit Card
27143,10416,121.84,2025-04-10 09:31:31.891,PayPal
27144,47337,149.5,2025-09-05 01:17:56.832,PayPal
27145,87597,138.11,2025-12-16 15:34:16.835,PayPal
27146,40141,54.87,2025-11-05 21:11:18.617,Credit Card
27147,52146,11.87,2026-01-20 23:49:15.507,Credit Card
27148,12604,90.36,2025-10-14 00:02:53.421,Bank Transfer
27149,54688,62.32,2025-05-06 12:01:09.115,Bank Transfer
27150,40243,71.0,2025-07-03 05:52:35.675,Bank Transfer
27151,81929,44.12,2026-02-21 02:47:43.124,Cash
27152,14316,81.14,2025-08-16 23:01:05.653,Cash
27153,49116,38.1,2025-06-06 09:47:44.748,PayPal
27154,10920,147.25,2026-02-09 22:52:14.213,Bank Transfer
27155,23844,113.94,2026-02-04 18:18:10.685,Cash
27156,54231,139.55,2025-05-20 08:26:35.858,Credit Card
27157,41534,76.18,2026-01-27 17:22:19.280,PayPal
27158,40219,41.08,2025-08-02 08:30:02.684,Bank Transfer
27159,11961,56.39,2025-10-26 06:21:06.661,Cash
27160,1118,5.08,2025-09-01 02:00:45.643,Bank Transfer
27161,79389,26.14,2025-09-06 20:45:48.455,PayPal
27162,85118,103.04,2025-07-17 11:41:34.269,Credit Card
27163,33521,111.37,2025-09-21 17:13:50.653,Bank Transfer
27164,2257,37.21,2025-10-21 02:11:39.344,Credit Card
27165,74542,60.3,2025-05-17 17:47:31.122,Cash
27166,69548,18.11,2026-01-04 09:29:21.789,Cash
27167,28045,56.92,2025-07-24 23:31:22.642,Bank Transfer
27168,59210,74.89,2025-12-22 21:22:16.170,PayPal
27169,69127,88.14,2025-12-02 12:29:32.983,Cash
27170,13479,79.22,2025-06-08 19:14:43.205,PayPal
27171,92363,103.14,2025-08-16 18:59:48.093,Cash
27172,61501,32.41,2025-03-02 20:13:00.909,Bank Transfer
27173,11469,7.98,2025-04-02 13:41:08.022,Credit Card
27174,89222,37.13,2025-06-12 00:47:57.695,Bank Transfer
27175,43111,80.89,2025-09-24 07:25:45.867,Cash
27176,3935,93.86,2025-12-15 12:15:20.308,Cash
27177,24578,117.85,2026-02-27 12:34:30.101,Bank Transfer
27178,62790,30.25,2026-01-14 02:45:23.913,Credit Card
27179,65658,139.11,2025-12-01 23:38:19.137,PayPal
27180,87710,126.57,2025-10-15 00:55:27.154,Credit Card
27181,63104,54.96,2025-07-07 07:45:52.815,PayPal
27182,68493,109.98,2025-10-24 09:26:21.737,Credit Card
27183,64950,46.15,2025-12-23 00:09:44.245,Cash
27184,10291,54.49,2026-02-09 22:14:20.349,Bank Transfer
27185,69614,132.61,2025-10-03 09:49:50.784,Cash
27186,23836,12.82,2025-11-28 18:41:33.838,Cash
27187,36701,122.17,2026-02-11 12:49:27.787,Credit Card
27188,95942,12.75,2025-11-16 19:54:53.342,Cash
27189,36255,14.01,2026-02-16 17:21:19.195,Cash
27190,67256,103.62,2025-07-07 10:30:04.974,Bank Transfer
27191,93174,32.18,2026-02-03 22:47:34.685,Credit Card
27192,41535,148.41,2025-03-05 03:05:50.924,PayPal
27193,39821,104.03,2025-09-27 13:40:06.413,Credit Card
27194,43465,124.76,2025-05-01 21:42:15.936,Credit Card
27195,81465,76.97,2025-07-15 09:54:42.625,Bank Transfer
27196,4762,14.68,2025-09-08 07:07:47.983,Cash
27197,84963,25.14,2025-12-22 19:34:28.724,Bank Transfer
27198,8397,79.81,2025-04-10 13:54:55.057,Cash
27199,59953,84.92,2026-01-28 14:42:39.940,Credit Card
27200,64056,46.93,2025-11-26 08:26:25.458,Credit Card
27201,92335,107.65,2025-12-09 04:55:07.315,Credit Card
27202,57746,78.76,2025-03-20 12:32:27.394,Credit Card
27203,79100,130.91,2025-05-23 11:25:20.406,Cash
27204,46389,121.61,2026-01-12 10:43:10.128,PayPal
27205,49202,73.7,2025-10-11 01:15:21.142,Cash
27206,99906,7.65,2025-12-08 05:41:10.190,Cash
27207,21277,112.43,2025-10-26 12:53:48.719,Credit Card
27208,34022,86.23,2026-01-30 10:07:15.645,Cash
27209,58359,115.98,2025-09-25 17:09:43.844,Bank Transfer
27210,59584,55.72,2025-09-23 10:13:17.168,Credit Card
27211,32708,98.39,2025-11-22 19:10:11.903,PayPal
27212,78194,37.66,2026-01-26 17:38:15.914,PayPal
27213,85052,21.96,2025-11-11 00:02:26.256,Cash
27214,31530,35.75,2025-11-18 07:22:10.522,PayPal
27215,46621,57.43,2025-08-25 11:30:51.466,Cash
27216,87645,146.02,2025-03-27 01:53:45.737,PayPal
27217,85771,47.04,2025-07-30 09:17:30.823,Bank Transfer
27218,31370,83.84,2025-09-25 19:53:54.894,PayPal
27219,14678,140.76,2025-12-01 03:45:34.455,Bank Transfer
27220,63451,43.2,2026-02-02 11:16:41.847,Cash
27221,46543,24.59,2025-03-26 04:55:43.642,Bank Transfer
