ShipmentID,TrackingNumber,SenderID,ReceiverID,OriginHubID,DestinationHubID,CreatedDate,PromisedDeliveryDate,DeliveredDate,ServiceType,PackageWeight_KG,PackageVolume_CM3,DeclaredValue,ShippingFee,StatusID,MaterialID,FinalFailureReasonID
28617,TRK-629773191,96951,49674,9,2,2025-06-16 00:00:00.000,2025-06-19 00:00:00.000,2025-06-19 00:00:00.000,Express,3.23,3477.9,300.81,19.34,5,29,
28618,TRK-317131290,28215,82131,7,6,2025-10-04 00:00:00.000,2025-10-11 00:00:00.000,2025-10-11 00:00:00.000,Standard,25.58,8288.76,113.7,16.58,5,84,
28619,TRK-78138683,9929,77241,7,7,2025-12-22 00:00:00.000,2025-12-25 00:00:00.000,,Express,19.43,7659.17,1110.01,126.06,6,69,12
28620,TRK-718337298,16384,78530,4,6,2025-11-23 00:00:00.000,2025-11-24 00:00:00.000,2025-11-24 00:00:00.000,Same-Day,47.28,8142.95,1192.74,53.46,5,98,
28621,TRK-132165613,94372,43829,10,2,2025-04-24 00:00:00.000,2025-05-01 00:00:00.000,2025-04-30 00:00:00.000,Standard,7.09,3076.86,1209.36,21.53,5,6,
28622,TRK-34113870,30356,26225,12,5,2026-01-14 00:00:00.000,2026-01-17 00:00:00.000,2026-01-17 00:00:00.000,Express,25.39,1886.46,738.09,98.31,5,6,
28623,TRK-898258214,26740,19264,3,5,2026-02-06 00:00:00.000,2026-02-13 00:00:00.000,,Standard,22.63,5914.27,1078.41,86.65,6,35,6
28624,TRK-475520814,71328,3143,7,10,2025-04-26 00:00:00.000,2025-05-03 00:00:00.000,,Standard,34.21,2378.65,565.63,83.31,6,74,1
28625,TRK-504530415,52113,92949,9,7,2026-01-16 00:00:00.000,2026-01-17 00:00:00.000,,Same-Day,41.41,1359.81,1913.3,48.59,6,69,6
28626,TRK-416672727,98126,41536,6,7,2025-09-25 00:00:00.000,2025-09-28 00:00:00.000,2025-10-02 00:00:00.000,Express,37.15,2425.61,395.53,44.97,5,29,
28627,TRK-969484539,79309,88063,1,6,2025-11-15 00:00:00.000,2025-11-18 00:00:00.000,,Express,35.26,1785.09,1791.23,114.67,6,91,2
28628,TRK-388890681,18082,80375,11,3,2026-01-04 00:00:00.000,2026-01-11 00:00:00.000,2026-01-14 00:00:00.000,Standard,34.48,4602.54,339.16,23.38,5,21,
28629,TRK-865152132,47178,54081,9,9,2026-03-01 00:00:00.000,2026-03-04 00:00:00.000,,Express,7.76,5034.94,1628.3,36.63,6,9,1
28630,TRK-40304241,45599,51767,7,8,2025-04-26 00:00:00.000,2025-04-27 00:00:00.000,2025-04-27 00:00:00.000,Same-Day,35.95,3463.74,,31.56,5,83,
28631,TRK-433929542,19381,92732,12,3,2026-01-09 00:00:00.000,2026-01-12 00:00:00.000,,Express,13.17,2012.69,893.02,117.81,6,11,2
28632,TRK-747308465,75258,81074,7,3,2025-05-20 00:00:00.000,2025-05-27 00:00:00.000,2025-05-26 00:00:00.000,Standard,39.77,6438.94,761.62,122.77,5,23,
28633,TRK-81688061,91465,68676,1,4,2025-06-30 00:00:00.000,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,Standard,27.29,9353.53,1759.12,85.43,5,20,
28634,TRK-393486556,26586,78676,10,5,2025-12-06 00:00:00.000,2025-12-13 00:00:00.000,2025-12-12 00:00:00.000,Standard,18.56,2807.02,1552.81,55.87,5,13,
28635,TRK-551044814,57853,78669,3,2,2025-11-03 00:00:00.000,2025-11-06 00:00:00.000,2025-11-06 00:00:00.000,Express,41.74,2080.25,1952.32,72.8,5,23,
28636,TRK-146160934,63517,42900,5,3,2025-11-20 00:00:00.000,2025-11-27 00:00:00.000,,Standard,32.37,5272.62,326.93,82.37,6,10,8
28637,TRK-325975467,40942,16911,7,1,2025-03-29 00:00:00.000,2025-04-05 00:00:00.000,2025-04-04 00:00:00.000,Standard,47.67,3147.93,1374.72,120.72,5,48,
28638,TRK-774984838,68098,24472,2,10,2025-10-06 00:00:00.000,2025-10-07 00:00:00.000,2025-10-07 00:00:00.000,Same-Day,17.73,233.36,1360.3,127.75,5,96,
28639,TRK-421350461,96238,40088,8,2,2025-12-09 00:00:00.000,2025-12-16 00:00:00.000,,Standard,5.31,703.43,1799.86,68.26,6,38,13
28640,TRK-145466650,91158,21437,12,9,2026-01-25 00:00:00.000,2026-02-01 00:00:00.000,2026-01-31 00:00:00.000,Standard,39.44,7826.32,1515.69,101.23,5,66,
28641,TRK-394961029,30167,84584,2,10,2026-02-10 00:00:00.000,2026-02-13 00:00:00.000,2026-02-12 00:00:00.000,Express,24.6,8540.59,993.37,68.35,5,85,
28642,TRK-278194918,27720,35014,3,2,2025-04-30 00:00:00.000,2025-05-07 00:00:00.000,2025-05-07 00:00:00.000,Standard,33.56,9415.77,200.72,80.93,5,15,
28643,TRK-467413995,1423,72635,1,5,2025-11-16 00:00:00.000,2025-11-17 00:00:00.000,2025-11-19 00:00:00.000,Same-Day,24.88,9027.03,657.98,122.0,5,92,
28644,TRK-634231207,1120,72865,5,9,2025-03-19 00:00:00.000,2025-03-26 00:00:00.000,2025-03-26 00:00:00.000,Standard,3.52,3667.14,259.45,59.63,5,48,
28645,TRK-917970520,76402,27819,2,10,2025-03-31 00:00:00.000,2025-04-07 00:00:00.000,2025-04-06 00:00:00.000,Standard,27.7,2024.21,601.77,40.59,5,69,
28646,TRK-547841481,51538,20949,8,12,2025-12-31 00:00:00.000,2026-01-07 00:00:00.000,2026-01-06 00:00:00.000,Standard,27.07,8838.51,1760.04,28.3,5,20,
28647,TRK-263350090,74268,21135,10,2,2026-02-15 00:00:00.000,2026-02-22 00:00:00.000,2026-02-22 00:00:00.000,Standard,5.74,3859.38,83.29,82.68,5,56,
28648,TRK-184777266,40230,76798,5,10,2025-12-17 00:00:00.000,2025-12-20 00:00:00.000,2025-12-20 00:00:00.000,Express,15.93,9293.49,456.83,113.09,5,70,
28649,TRK-672518778,7056,72736,6,12,2025-11-08 00:00:00.000,2025-11-15 00:00:00.000,2025-11-15 00:00:00.000,Standard,15.31,7675.45,1651.47,8.88,5,54,
28650,TRK-525391620,61045,30848,3,4,2026-01-21 00:00:00.000,2026-01-28 00:00:00.000,2026-01-28 00:00:00.000,Standard,21.34,5413.34,812.45,11.98,5,69,
28651,TRK-519944470,26138,57112,5,5,2025-03-31 00:00:00.000,2025-04-07 00:00:00.000,2025-04-07 00:00:00.000,Standard,37.92,5317.29,327.56,35.83,5,64,
28652,TRK-558970027,6769,75676,6,12,2025-10-18 00:00:00.000,2025-10-25 00:00:00.000,2025-10-25 00:00:00.000,Standard,5.36,5678.14,1919.17,133.59,5,52,
28653,TRK-64353164,75963,91649,3,9,2025-11-15 00:00:00.000,2025-11-22 00:00:00.000,2025-11-21 00:00:00.000,Standard,48.96,1746.52,1118.97,24.6,5,39,
28654,TRK-808485990,2355,38988,12,3,2025-11-01 00:00:00.000,2025-11-08 00:00:00.000,2025-11-07 00:00:00.000,Standard,22.47,8876.85,1393.53,105.26,5,2,
28655,TRK-320961871,42506,64407,9,3,2025-12-12 00:00:00.000,2025-12-15 00:00:00.000,2025-12-15 00:00:00.000,Express,43.46,2587.96,1233.11,122.92,5,14,
28656,TRK-752541839,29087,59189,3,3,2026-01-07 00:00:00.000,2026-01-14 00:00:00.000,,Standard,27.49,9448.39,1064.09,23.75,6,98,6
28657,TRK-649299652,47202,45937,12,2,2025-11-11 00:00:00.000,2025-11-18 00:00:00.000,2025-11-18 00:00:00.000,Standard,25.11,2171.76,1001.93,103.17,5,75,
28658,TRK-747675397,35709,32369,1,5,2026-01-28 00:00:00.000,2026-02-04 00:00:00.000,2026-02-06 00:00:00.000,Standard,24.09,4614.03,1926.93,72.56,5,15,
28659,TRK-300612880,80466,9892,6,10,2025-12-19 00:00:00.000,2025-12-22 00:00:00.000,2025-12-21 00:00:00.000,Express,30.3,9228.39,1532.08,16.32,5,68,
28660,TRK-625438084,38158,88776,11,3,2025-10-22 00:00:00.000,2025-10-29 00:00:00.000,2025-10-28 00:00:00.000,Standard,45.94,6195.79,,122.32,5,42,
28661,TRK-368932768,61588,11031,7,9,2025-04-11 00:00:00.000,2025-04-14 00:00:00.000,,Express,38.26,6005.77,610.7,23.81,6,34,9
28662,TRK-167227802,67113,9326,10,10,2025-09-13 00:00:00.000,2025-09-16 00:00:00.000,2025-09-15 00:00:00.000,Express,11.76,3374.11,911.71,118.42,5,72,
28663,TRK-878446461,68773,30967,10,10,2025-04-11 00:00:00.000,2025-04-18 00:00:00.000,2025-04-17 00:00:00.000,Standard,37.66,7850.68,124.93,145.72,5,69,
28664,TRK-783335619,36444,64207,6,12,2025-07-03 00:00:00.000,2025-07-06 00:00:00.000,2025-07-08 00:00:00.000,Express,43.18,3423.14,189.18,9.49,5,8,
28665,TRK-883898962,9893,6506,4,9,2025-04-04 00:00:00.000,2025-04-07 00:00:00.000,2025-04-09 00:00:00.000,Express,31.58,9843.77,742.8,87.94,5,50,
28666,TRK-109816815,4074,89375,10,2,2025-07-27 00:00:00.000,2025-08-03 00:00:00.000,2025-08-07 00:00:00.000,Standard,34.43,227.56,831.81,16.69,5,40,
28667,TRK-131832264,14360,99895,8,7,2025-10-31 00:00:00.000,2025-11-07 00:00:00.000,2025-11-06 00:00:00.000,Standard,9.65,9475.07,1533.1,64.42,5,40,
28668,TRK-980224856,90857,89358,5,12,2025-08-06 00:00:00.000,2025-08-09 00:00:00.000,2025-08-09 00:00:00.000,Express,30.23,1744.42,783.88,58.78,5,97,
28669,TRK-842695029,92817,96571,9,2,2025-06-30 00:00:00.000,2025-07-07 00:00:00.000,2025-07-10 00:00:00.000,Standard,33.96,3725.92,,52.88,5,18,
28670,TRK-82829513,94593,7547,4,4,2025-12-07 00:00:00.000,2025-12-10 00:00:00.000,2025-12-14 00:00:00.000,Express,4.78,3542.27,1377.68,53.5,5,87,
28671,TRK-529893046,41512,52145,12,5,2025-09-09 00:00:00.000,2025-09-12 00:00:00.000,,Express,12.45,8571.46,56.08,104.12,6,1,2
28672,TRK-289468719,37520,60199,9,6,2025-03-20 00:00:00.000,2025-03-23 00:00:00.000,,Express,35.47,3775.61,628.8,53.73,6,6,4
28673,TRK-37661170,98015,83962,11,10,2026-01-22 00:00:00.000,2026-01-25 00:00:00.000,2026-01-25 00:00:00.000,Express,16.05,8263.74,1798.94,136.34,5,50,
28674,TRK-23024322,24860,53200,11,12,2025-07-04 00:00:00.000,2025-07-05 00:00:00.000,2025-07-05 00:00:00.000,Same-Day,29.63,7662.99,443.8,142.12,5,23,
28675,TRK-75063397,63883,70278,12,7,2025-06-11 00:00:00.000,2025-06-12 00:00:00.000,2025-06-11 00:00:00.000,Same-Day,31.78,6732.99,1231.75,53.2,5,73,
28676,TRK-896126110,94393,98334,1,12,2025-10-06 00:00:00.000,2025-10-13 00:00:00.000,2025-10-13 00:00:00.000,Standard,10.08,3662.53,1174.9,100.89,5,65,
28677,TRK-470460574,89522,77116,4,12,2025-08-01 00:00:00.000,2025-08-04 00:00:00.000,2025-08-06 00:00:00.000,Express,11.85,7291.65,100.62,62.18,5,64,
28678,TRK-891532203,48530,26927,12,8,2025-06-12 00:00:00.000,2025-06-19 00:00:00.000,2025-06-19 00:00:00.000,Standard,14.68,6509.55,1239.89,109.29,5,57,
28679,TRK-854750894,98337,5328,6,1,2025-10-02 00:00:00.000,2025-10-05 00:00:00.000,2025-10-05 00:00:00.000,Express,11.94,3654.74,1972.97,75.31,5,82,
28680,TRK-44956095,88687,16763,12,12,2025-12-22 00:00:00.000,2025-12-29 00:00:00.000,2025-12-28 00:00:00.000,Standard,32.12,101.2,1936.51,136.18,5,68,
28681,TRK-437593176,66697,83522,5,7,2025-03-18 00:00:00.000,2025-03-25 00:00:00.000,2025-03-25 00:00:00.000,Standard,10.72,6100.54,,125.87,5,62,
28682,TRK-954813132,91462,62885,7,5,2025-09-12 00:00:00.000,2025-09-15 00:00:00.000,2025-09-15 00:00:00.000,Express,8.78,5180.7,166.79,14.98,5,32,
28683,TRK-382153513,85153,30802,10,1,2025-11-12 00:00:00.000,2025-11-15 00:00:00.000,2025-11-17 00:00:00.000,Express,4.93,6437.36,825.79,7.92,5,41,
28684,TRK-841913615,64830,50301,5,4,2025-03-27 00:00:00.000,2025-04-03 00:00:00.000,2025-04-03 00:00:00.000,Standard,26.51,4473.79,1452.78,114.61,5,67,
28685,TRK-882417032,17701,90382,7,8,2025-07-24 00:00:00.000,2025-07-27 00:00:00.000,2025-07-27 00:00:00.000,Express,45.88,258.36,514.58,27.82,5,42,
28686,TRK-95830384,62233,351,10,1,2025-12-26 00:00:00.000,2025-12-27 00:00:00.000,2025-12-30 00:00:00.000,Same-Day,11.56,2660.28,1390.63,41.1,5,100,
28687,TRK-492646989,8913,17245,11,3,2025-03-30 00:00:00.000,2025-04-06 00:00:00.000,,Standard,46.46,1709.39,1785.32,23.15,6,95,1
28688,TRK-61253281,72463,17342,5,1,2026-02-20 00:00:00.000,2026-02-21 00:00:00.000,2026-02-21 00:00:00.000,Same-Day,17.64,2974.49,1498.09,53.39,5,50,
28689,TRK-810527641,65747,85215,4,5,2025-08-05 00:00:00.000,2025-08-12 00:00:00.000,2025-08-12 00:00:00.000,Standard,31.67,2520.38,,51.21,5,82,
28690,TRK-762059205,37065,68761,9,3,2025-07-06 00:00:00.000,2025-07-09 00:00:00.000,2025-07-08 00:00:00.000,Express,24.4,9464.17,1810.02,45.51,5,52,
28691,TRK-510687210,72374,27830,3,1,2025-06-22 00:00:00.000,2025-06-29 00:00:00.000,2025-06-29 00:00:00.000,Standard,48.67,7378.91,1040.65,35.35,5,37,
28692,TRK-770414046,96454,1756,10,9,2025-04-19 00:00:00.000,2025-04-26 00:00:00.000,2025-04-25 00:00:00.000,Standard,0.77,805.32,1562.92,37.88,5,52,
28693,TRK-697123194,43841,92298,1,3,2025-05-22 00:00:00.000,2025-05-29 00:00:00.000,2025-05-28 00:00:00.000,Standard,39.74,6772.92,1036.0,147.0,5,96,
28694,TRK-191945787,26804,87363,6,4,2025-12-27 00:00:00.000,2025-12-30 00:00:00.000,2025-12-31 00:00:00.000,Express,17.86,4597.47,163.73,26.58,5,40,
28695,TRK-837029915,29388,65271,12,2,2025-04-27 00:00:00.000,2025-04-30 00:00:00.000,2025-04-30 00:00:00.000,Express,35.86,6013.88,30.54,20.96,5,100,
28696,TRK-498024559,86116,95263,4,4,2025-03-19 00:00:00.000,2025-03-26 00:00:00.000,2025-03-26 00:00:00.000,Standard,40.17,5802.26,1054.89,130.6,5,96,
28697,TRK-899193503,2392,84686,6,10,2025-03-23 00:00:00.000,2025-03-26 00:00:00.000,2025-03-27 00:00:00.000,Express,18.47,9256.2,1897.78,119.36,5,16,
28698,TRK-239091541,36095,50139,11,9,2025-03-14 00:00:00.000,2025-03-21 00:00:00.000,2025-03-21 00:00:00.000,Standard,40.29,3440.7,549.66,46.71,5,77,
28699,TRK-919168918,45849,34312,6,5,2025-07-01 00:00:00.000,2025-07-08 00:00:00.000,2025-07-07 00:00:00.000,Standard,4.61,4567.67,1263.03,87.71,5,56,
28700,TRK-790021067,72210,47662,5,4,2025-06-12 00:00:00.000,2025-06-15 00:00:00.000,2025-06-14 00:00:00.000,Express,1.48,9458.22,91.73,133.47,5,93,
28701,TRK-175982603,52762,83380,5,9,2025-03-08 00:00:00.000,2025-03-15 00:00:00.000,2025-03-15 00:00:00.000,Standard,24.07,7156.01,427.68,115.17,5,17,
28702,TRK-681222109,96635,39359,10,11,2025-05-26 00:00:00.000,2025-05-29 00:00:00.000,2025-05-29 00:00:00.000,Express,18.82,6953.34,717.31,59.62,5,28,
28703,TRK-181312574,80412,81508,11,10,2026-01-30 00:00:00.000,2026-02-02 00:00:00.000,2026-02-01 00:00:00.000,Express,2.54,9094.09,28.88,68.11,5,38,
28704,TRK-170036317,29167,91482,2,10,2025-12-24 00:00:00.000,2025-12-31 00:00:00.000,2026-01-04 00:00:00.000,Standard,13.27,5753.41,526.23,5.7,5,85,
28705,TRK-655365834,1742,7759,6,5,2025-04-15 00:00:00.000,2025-04-22 00:00:00.000,,Standard,44.73,1133.96,974.71,95.78,6,24,1
28706,TRK-590388984,57909,86721,2,6,2025-03-03 00:00:00.000,2025-03-10 00:00:00.000,,Standard,40.05,4017.41,1965.41,47.3,6,15,4
28707,TRK-275627256,60646,56502,5,5,2025-10-04 00:00:00.000,2025-10-05 00:00:00.000,2025-10-04 00:00:00.000,Same-Day,26.71,3890.82,1139.7,106.65,5,79,
28708,TRK-395068793,80155,15982,11,1,2025-04-05 00:00:00.000,2025-04-12 00:00:00.000,2025-04-14 00:00:00.000,Standard,11.66,6152.89,1500.95,116.98,5,19,
28709,TRK-584146754,31282,8647,1,11,2026-01-24 00:00:00.000,2026-01-31 00:00:00.000,2026-02-02 00:00:00.000,Standard,3.36,6981.27,37.41,40.78,5,92,
28710,TRK-355559521,9109,28079,9,7,2025-04-15 00:00:00.000,2025-04-22 00:00:00.000,,Standard,40.68,8571.8,807.49,52.72,6,56,4
28711,TRK-66522781,21275,53260,3,11,2025-12-12 00:00:00.000,2025-12-15 00:00:00.000,,Express,5.23,3229.9,1256.8,28.75,6,19,6
28712,TRK-222870464,46038,4031,12,4,2025-04-05 00:00:00.000,2025-04-12 00:00:00.000,,Standard,8.03,7238.89,1690.28,75.18,6,23,20
28713,TRK-561056147,69233,86792,9,4,2025-07-02 00:00:00.000,2025-07-09 00:00:00.000,2025-07-09 00:00:00.000,Standard,29.0,3335.02,816.23,13.35,5,10,
28714,TRK-338883653,73469,32485,12,11,2026-01-21 00:00:00.000,2026-01-28 00:00:00.000,,Standard,28.81,9068.21,1614.66,125.96,6,25,12
28715,TRK-626542064,64692,70185,3,9,2025-05-13 00:00:00.000,2025-05-20 00:00:00.000,2025-05-19 00:00:00.000,Standard,27.7,1513.8,1820.41,101.34,5,24,
28716,TRK-956237000,7,68574,8,7,2025-07-05 00:00:00.000,2025-07-08 00:00:00.000,2025-07-07 00:00:00.000,Express,10.45,1251.44,1059.53,42.43,5,3,
28717,TRK-335716573,12587,63494,7,4,2025-12-01 00:00:00.000,2025-12-04 00:00:00.000,2025-12-04 00:00:00.000,Express,6.83,3294.44,318.43,104.25,5,40,
28718,TRK-941568385,745,44329,5,7,2025-11-12 00:00:00.000,2025-11-19 00:00:00.000,,Standard,41.56,8531.03,470.51,19.53,6,89,1
28719,TRK-874581185,25418,9072,1,5,2025-10-17 00:00:00.000,2025-10-24 00:00:00.000,2025-10-24 00:00:00.000,Standard,41.44,5109.24,867.89,16.88,5,9,
28720,TRK-249417182,49977,90093,2,3,2025-12-11 00:00:00.000,2025-12-12 00:00:00.000,2025-12-11 00:00:00.000,Same-Day,36.68,5814.1,589.57,48.35,5,6,
28721,TRK-973419263,64656,63805,1,4,2025-08-21 00:00:00.000,2025-08-24 00:00:00.000,2025-08-23 00:00:00.000,Express,40.88,9920.81,840.08,10.26,5,37,
28722,TRK-892855488,32390,99137,7,8,2025-05-18 00:00:00.000,2025-05-19 00:00:00.000,2025-05-20 00:00:00.000,Same-Day,1.27,1311.8,1927.46,15.87,5,21,
28723,TRK-596676091,31511,5233,12,6,2025-11-15 00:00:00.000,2025-11-16 00:00:00.000,2025-11-15 00:00:00.000,Same-Day,46.35,8996.85,706.46,105.77,5,79,
28724,TRK-390365688,14421,48018,2,8,2025-12-20 00:00:00.000,2025-12-27 00:00:00.000,,Standard,16.76,6479.26,1678.74,141.3,6,33,19
28725,TRK-432475242,34004,80871,11,11,2025-03-26 00:00:00.000,2025-03-27 00:00:00.000,2025-03-26 00:00:00.000,Same-Day,47.79,8665.41,1956.2,124.88,5,69,
28726,TRK-604035025,2060,31547,7,2,2025-05-20 00:00:00.000,2025-05-27 00:00:00.000,2025-05-26 00:00:00.000,Standard,24.64,6646.68,226.79,32.42,5,28,
28727,TRK-220783510,66960,62321,6,11,2026-02-24 00:00:00.000,2026-03-03 00:00:00.000,2026-03-03 00:00:00.000,Standard,47.46,5545.91,1604.52,32.59,5,15,
28728,TRK-93857778,1420,29497,9,9,2026-01-26 00:00:00.000,2026-02-02 00:00:00.000,,Standard,40.96,8536.39,1489.38,115.58,6,37,2
28729,TRK-928296516,67778,81437,4,9,2026-02-27 00:00:00.000,2026-03-02 00:00:00.000,,Express,30.41,8711.96,1018.79,70.89,6,94,19
28730,TRK-685776730,68411,90540,3,1,2025-10-19 00:00:00.000,2025-10-26 00:00:00.000,,Standard,49.8,2912.36,278.38,55.98,6,63,6
28731,TRK-560584766,81847,16228,1,4,2026-01-16 00:00:00.000,2026-01-17 00:00:00.000,2026-01-16 00:00:00.000,Same-Day,5.67,3323.54,1606.75,18.27,5,66,
28732,TRK-559879769,76798,19566,8,6,2025-07-12 00:00:00.000,2025-07-19 00:00:00.000,2025-07-21 00:00:00.000,Standard,36.13,5422.22,1875.25,7.54,5,73,
28733,TRK-513529497,198,33151,3,1,2025-04-05 00:00:00.000,2025-04-12 00:00:00.000,,Standard,30.67,5049.45,1243.6,30.21,6,99,3
28734,TRK-807043218,67794,2591,10,12,2026-02-13 00:00:00.000,2026-02-16 00:00:00.000,2026-02-16 00:00:00.000,Express,5.83,3052.43,920.81,139.9,5,90,
28735,TRK-730449814,25612,86051,9,12,2025-05-27 00:00:00.000,2025-06-03 00:00:00.000,2025-06-03 00:00:00.000,Standard,0.99,3546.31,788.14,18.86,5,15,
28736,TRK-128990816,8506,14258,5,5,2025-05-02 00:00:00.000,2025-05-05 00:00:00.000,2025-05-08 00:00:00.000,Express,34.42,9290.3,1799.1,78.49,5,12,
28737,TRK-753915687,23621,52242,1,7,2025-06-08 00:00:00.000,2025-06-15 00:00:00.000,2025-06-14 00:00:00.000,Standard,8.55,9810.63,767.31,122.52,5,61,
28738,TRK-471685287,53540,23580,6,12,2026-02-28 00:00:00.000,2026-03-01 00:00:00.000,,Same-Day,5.74,8760.75,190.13,136.33,6,79,10
28739,TRK-505979848,21116,11920,2,2,2025-04-02 00:00:00.000,2025-04-09 00:00:00.000,,Standard,6.56,1516.95,34.98,97.41,6,58,4
28740,TRK-693851380,62835,18662,7,2,2025-03-13 00:00:00.000,2025-03-20 00:00:00.000,2025-03-19 00:00:00.000,Standard,6.04,145.73,47.86,122.49,5,20,
28741,TRK-669445394,94553,94304,6,3,2025-12-27 00:00:00.000,2025-12-30 00:00:00.000,,Express,45.49,5827.36,1227.77,7.11,6,98,19
28742,TRK-206238562,61293,12221,4,8,2025-03-14 00:00:00.000,2025-03-21 00:00:00.000,2025-03-20 00:00:00.000,Standard,21.02,8827.0,626.0,144.37,5,53,
28743,TRK-350189167,15831,58141,3,4,2025-08-06 00:00:00.000,2025-08-13 00:00:00.000,2025-08-13 00:00:00.000,Standard,35.35,297.12,451.85,116.65,5,76,
28744,TRK-605798415,12615,93313,7,7,2025-06-30 00:00:00.000,2025-07-03 00:00:00.000,2025-07-03 00:00:00.000,Express,5.87,7441.49,1506.43,93.22,5,79,
28745,TRK-776035104,12031,45388,8,3,2025-03-09 00:00:00.000,2025-03-16 00:00:00.000,2025-03-16 00:00:00.000,Standard,39.5,2133.88,349.49,109.25,5,77,
28746,TRK-253561116,57230,70584,12,3,2025-03-16 00:00:00.000,2025-03-23 00:00:00.000,2025-03-25 00:00:00.000,Standard,40.55,7835.05,678.38,61.25,5,79,
28747,TRK-920381258,82930,4355,8,4,2025-11-15 00:00:00.000,2025-11-22 00:00:00.000,,Standard,47.88,3033.84,280.68,17.11,6,36,2
28748,TRK-954583735,62949,15754,1,10,2025-04-28 00:00:00.000,2025-05-05 00:00:00.000,2025-05-04 00:00:00.000,Standard,39.6,2706.4,123.16,67.17,5,74,
28749,TRK-111590453,96384,11474,7,1,2025-06-26 00:00:00.000,2025-07-03 00:00:00.000,,Standard,12.72,2234.31,1059.23,34.15,6,89,10
28750,TRK-210724442,65434,13561,1,6,2025-06-07 00:00:00.000,2025-06-10 00:00:00.000,2025-06-10 00:00:00.000,Express,8.06,4319.52,166.28,5.39,5,68,
28751,TRK-895883943,21367,63783,5,2,2025-06-01 00:00:00.000,2025-06-08 00:00:00.000,,Standard,22.46,524.61,325.13,97.95,6,13,14
28752,TRK-924336109,85005,33601,4,3,2025-07-05 00:00:00.000,2025-07-08 00:00:00.000,2025-07-08 00:00:00.000,Express,42.0,7001.04,333.33,143.59,5,84,
28753,TRK-14277616,61924,75542,4,6,2025-06-04 00:00:00.000,2025-06-11 00:00:00.000,2025-06-14 00:00:00.000,Standard,41.3,7895.87,1138.7,79.58,5,21,
28754,TRK-105169092,97140,30924,6,2,2026-02-18 00:00:00.000,2026-02-25 00:00:00.000,2026-02-28 00:00:00.000,Standard,30.17,1877.23,1785.46,20.91,5,66,
28755,TRK-843884101,51208,80996,7,4,2025-11-04 00:00:00.000,2025-11-07 00:00:00.000,2025-11-06 00:00:00.000,Express,29.72,7021.86,72.89,95.95,5,90,
28756,TRK-218318103,76211,23708,6,10,2025-05-28 00:00:00.000,2025-06-04 00:00:00.000,2025-06-04 00:00:00.000,Standard,35.43,7707.93,1216.57,102.88,5,26,
28757,TRK-901552286,66441,5270,2,11,2025-04-07 00:00:00.000,2025-04-14 00:00:00.000,2025-04-18 00:00:00.000,Standard,8.8,8835.64,625.79,118.59,5,15,
28758,TRK-689807591,10339,18350,6,9,2025-12-03 00:00:00.000,2025-12-10 00:00:00.000,2025-12-09 00:00:00.000,Standard,42.0,1902.29,31.56,52.2,5,95,
28759,TRK-687014516,60322,80135,12,6,2026-02-12 00:00:00.000,2026-02-15 00:00:00.000,2026-02-15 00:00:00.000,Express,36.39,314.18,606.69,9.15,5,71,
28760,TRK-785542978,26953,45332,1,6,2025-07-22 00:00:00.000,2025-07-25 00:00:00.000,2025-07-28 00:00:00.000,Express,1.46,6380.36,1790.14,107.52,5,3,
28761,TRK-367895159,81674,12870,7,11,2026-01-13 00:00:00.000,2026-01-16 00:00:00.000,2026-01-17 00:00:00.000,Express,2.38,6284.16,1462.86,24.32,5,8,
28762,TRK-713020306,71589,37085,11,3,2025-05-20 00:00:00.000,2025-05-23 00:00:00.000,2025-05-22 00:00:00.000,Express,14.14,4608.84,1450.67,-99.44,5,29,
28763,TRK-223366899,48795,64057,1,7,2026-01-02 00:00:00.000,2026-01-09 00:00:00.000,2026-01-09 00:00:00.000,Standard,26.62,7192.62,1550.07,70.46,5,56,
28764,TRK-453737467,86534,59346,11,9,2025-09-17 00:00:00.000,2025-09-24 00:00:00.000,2025-09-25 00:00:00.000,Standard,13.47,3357.39,54.2,33.83,5,55,
28765,TRK-742637736,74303,29538,8,11,2025-07-16 00:00:00.000,2025-07-23 00:00:00.000,,Standard,0.86,2075.12,1703.8,94.19,6,53,11
28766,TRK-224355735,93509,65543,5,10,2025-05-07 00:00:00.000,2025-05-14 00:00:00.000,2025-05-13 00:00:00.000,Standard,12.54,9014.98,446.3,25.71,5,3,
28767,TRK-918614681,86756,42231,10,7,2026-01-03 00:00:00.000,2026-01-10 00:00:00.000,2026-01-09 00:00:00.000,Standard,32.76,8349.13,1886.47,37.28,5,95,
28768,TRK-548557704,77932,90843,9,7,2026-01-27 00:00:00.000,2026-02-03 00:00:00.000,2026-02-04 00:00:00.000,Standard,44.88,124.63,1299.53,84.55,5,89,
28769,TRK-211698100,7843,98414,10,3,2025-10-13 00:00:00.000,2025-10-20 00:00:00.000,2025-10-20 00:00:00.000,Standard,36.67,537.48,1773.31,8.1,5,96,
28770,TRK-801885798,94311,36331,2,8,2026-01-27 00:00:00.000,2026-02-03 00:00:00.000,2026-02-03 00:00:00.000,Standard,47.58,1976.13,1835.54,107.75,5,22,
28771,TRK-673242671,78046,57008,7,6,2025-03-16 00:00:00.000,2025-03-23 00:00:00.000,,Standard,34.04,6097.92,566.52,54.06,6,91,1
